claim_id,status,policy_foreign_key,adjuster_foreign_key
587434,resolved,577109,Krystyna Wróblewska
613632,pending,474268,Czesława Kozłowska
275687,resolved,738458,Mariusz Kamiński
936512,pending,333078,Mariusz Kamiński
943550,resolved,949156,Natalia Wróblewska
839466,pending,574458,Nina Jankowska
757354,resolved,644113,Hanna Kozłowska
618061,resolved,973492,Marian Jankowski
876078,pending,181947,Krystyna Wróblewska
771280,pending,543981,Natalia Mazur
200374,resolved,433036,Mateusz Zalewski
923386,resolved,397731,Karol Kowalski
977596,pending,488640,Czesława Kozłowska
120297,pending,824252,Hubert Kwiatkowski
764933,pending,212851,Czesława Kozłowska
734475,pending,296292,Edward Szymański
844590,pending,941953,Czesława Kozłowska
798300,resolved,218262,Natalia Wróblewska
841041,pending,249377,Dagmara Ostrowska
588809,resolved,446294,Ignacy Wiśniewski
793037,resolved,322911,Edyta Rutkowska
135002,pending,218956,Mateusz Zalewski
205239,resolved,419561,Błażej Wójcik
312555,resolved,816868,Edward Szymański
497586,pending,400605,Natalia Jankowska
632962,pending,116700,Natalia Mazur
239565,pending,917147,Hanna Wróbel
817356,resolved,347376,Dawid Jaworski
289756,pending,777108,Damian Wojciechowski
927306,resolved,650288,Natalia Mazur
347588,pending,123108,Joanna Zalewska
891727,resolved,925410,Nina Jankowska
203437,resolved,883439,Mateusz Zalewski
482663,resolved,854046,Amelia Nowak
789889,pending,439403,Adam Tomaszewski
143031,pending,371951,Jadwiga Kozłowska
612766,resolved,167141,Ignacy Malinowski
506505,resolved,210902,Krystyna Pawlak
831249,resolved,459409,Barbara Grabowska
846979,pending,483853,Natalia Wróblewska
782634,resolved,500224,Arkadiusz Król
882703,pending,504044,Justyna Szymańska
245508,resolved,330748,Damian Wojciechowski
239942,pending,714097,Amelia Nowak
264888,pending,775134,Julia Michalska
420738,resolved,515014,Lidia Witkowska
849398,resolved,441668,Jadwiga Kozłowska
849384,pending,870901,Nina Jankowska
496346,pending,515230,Hanna Kozłowska
432328,resolved,258356,Hanna Wróbel
634003,pending,838054,Izabela Olszewska
503339,pending,146456,Nina Jankowska
377268,resolved,943849,Gabriel Pietrzak
211730,resolved,506236,Daniel Król
501495,pending,713471,Ignacy Malinowski
777185,resolved,234229,Mariusz Kamiński
696813,resolved,311245,Hubert Kwiatkowski
653157,pending,945934,Joanna Zalewska
456235,pending,551588,Dagmara Ostrowska
588387,resolved,357263,Czesława Kozłowska
624270,resolved,784879,Krzysztof Pawlak
169481,pending,663331,Mateusz Zalewski
262261,resolved,246240,Hubert Kwiatkowski
214883,pending,787793,Krystyna Pawlak
662768,resolved,331857,Kazimierz Wiśniewski
609017,pending,694889,Dominik Dudek
719890,pending,367190,Damian Wojciechowski
583651,pending,849986,Emilia Jabłońska
971798,pending,522405,Czesława Kozłowska
284457,resolved,448946,Arkadiusz Król
908367,pending,418329,Damian Wojciechowski
304403,resolved,327921,Emilia Jabłońska
939360,resolved,392152,Mariusz Kamiński
420231,resolved,749002,Mariusz Kamiński
301800,pending,688973,Natalia Jankowska
196268,pending,993614,Marek Szewczyk
159757,pending,171829,Nina Jankowska
228493,resolved,573497,Ignacy Malinowski
282535,pending,224104,Hubert Kwiatkowski
351262,pending,377091,Czesława Kozłowska
658515,resolved,692485,Eryk Górski
140730,pending,746446,Ignacy Wiśniewski
446336,resolved,713386,Celina Tomaszewska
968474,resolved,856494,Damian Nowak
509817,resolved,600559,Celina Tomaszewska
966660,pending,456183,Kamila Lewandowska
888921,pending,920465,Ignacy Wiśniewski
317805,pending,983132,Julia Michalska
819431,pending,367628,Hanna Wróbel
961554,pending,128379,Krystyna Wróblewska
773311,pending,867967,Joanna Zalewska
441406,pending,751876,Karol Kowalski
150665,pending,897784,Ignacy Wiśniewski
107153,pending,656368,Ignacy Wiśniewski
308488,pending,730204,Edyta Rutkowska
728258,pending,574593,Barbara Grabowska
743097,pending,532906,Kazimierz Wiśniewski
110956,pending,474268,Daniel Król
735724,pending,367123,Damian Nowak
304629,pending,696571,Adam Tomaszewski
560234,pending,893099,Eryk Górski
525212,pending,881729,Kazimierz Wróblewski
993297,resolved,131735,Julia Michalska
566191,pending,914602,Hanna Wróbel
444089,pending,425501,Edward Szymański
796967,pending,549731,Ignacy Wiśniewski
671887,pending,121084,Dagmara Ostrowska
922610,resolved,618375,Eryk Lewandowski
546838,resolved,305283,Mariusz Kamiński
964710,resolved,660179,Dominik Dudek
268468,resolved,915255,Helena Górska
823877,pending,213085,Helena Górska
167246,pending,532728,Ignacy Wiśniewski
618908,pending,947012,Lidia Witkowska
464888,pending,267116,Błażej Wójcik
937203,resolved,353586,Dominik Dudek
540101,pending,887966,Eryk Lewandowski
281777,resolved,592161,Kazimierz Wiśniewski
936801,resolved,970970,Marian Jankowski
160550,pending,469543,Dominik Dudek
701929,pending,355431,Marianna Stępień
239578,pending,884775,Kazimierz Wróblewski
647878,pending,913323,Krzysztof Pawlak
793291,resolved,725443,Celina Tomaszewska
779713,pending,413685,Krystyna Wróblewska
899748,resolved,445183,Damian Nowak
234963,pending,507768,Damian Wojciechowski
897626,resolved,813478,Helena Górska
461358,resolved,882630,Celina Tomaszewska
829902,resolved,386484,Krzysztof Pawlak
315103,pending,259923,Helena Górska
745671,pending,355746,Czesława Kozłowska
298338,pending,992281,Joanna Jankowska
115059,pending,835952,Ignacy Malinowski
439773,pending,322911,Kazimierz Wiśniewski
784213,resolved,457905,Damian Nowak
186413,pending,259228,Hanna Wróbel
214451,pending,661630,Eryk Lewandowski
883315,resolved,851815,Lidia Witkowska
772841,pending,887286,Kazimierz Wiśniewski
724777,resolved,738316,Kazimierz Wróblewski
389926,pending,296292,Jadwiga Kozłowska
720434,resolved,489761,Daniel Król
126023,pending,105350,Kamila Lewandowska
970044,pending,760767,Barbara Grabowska
215481,pending,760260,Marianna Stępień
380152,pending,116834,Barbara Grabowska
296878,resolved,574114,Joanna Jankowska
331181,resolved,146250,Izabela Olszewska
280573,resolved,448946,Edward Szymański
653234,resolved,768709,Jadwiga Kozłowska
101489,resolved,488640,Adam Tomaszewski
271148,pending,199899,Amelia Nowak
700434,resolved,592161,Arkadiusz Król
149241,pending,531049,Mariusz Kamiński
101430,pending,901156,Izabela Kowalczyk
929267,resolved,104666,Izabela Olszewska
939448,resolved,878125,Hanna Kozłowska
370295,pending,401520,Izabela Olszewska
784991,resolved,991108,Ignacy Malinowski
870277,pending,527933,Kajetan Wiśniewski
266672,resolved,127699,Mateusz Zalewski
801123,pending,914174,Mariusz Kamiński
828000,resolved,339620,Mariusz Kamiński
406929,pending,759323,Edyta Rutkowska
746498,pending,415942,Natalia Mazur
219838,pending,104164,Gabriel Pietrzak
875965,resolved,781003,Amelia Nowak
614911,pending,438972,Kazimierz Wróblewski
280398,pending,277621,Dominik Dudek
664817,resolved,669802,Adam Tomaszewski
450336,pending,372256,Błażej Wójcik
329260,pending,797468,Damian Nowak
375018,pending,160631,Edyta Rutkowska
449199,pending,400093,Kazimierz Wiśniewski
862299,resolved,628340,Błażej Wójcik
829141,resolved,306086,Izabela Kowalczyk
446941,resolved,838491,Kajetan Wiśniewski
492380,pending,839271,Karol Kowalski
533087,pending,845144,Błażej Wójcik
108236,resolved,168775,Hanna Wróbel
367875,resolved,936001,Karol Kowalski
374417,resolved,818851,Hubert Kwiatkowski
533377,resolved,675337,Mateusz Zalewski
601798,resolved,121393,Ignacy Malinowski
274861,pending,612110,Błażej Wójcik
431150,pending,312803,Kazimierz Wiśniewski
806075,pending,743279,Hanna Wróbel
360085,resolved,190832,Edyta Rutkowska
210640,resolved,381655,Marianna Stępień
594507,pending,724020,Amelia Nowak
105557,pending,816045,Damian Nowak
641519,resolved,275076,Marek Szewczyk
456678,resolved,395708,Damian Nowak
136656,pending,628021,Eryk Górski
220089,resolved,696897,Edyta Rutkowska
527956,pending,276395,Gabriel Pietrzak
775570,resolved,535406,Karol Kowalski
526076,pending,730839,Edward Szymański
465682,resolved,445007,Natalia Mazur
692564,pending,749114,Kajetan Wiśniewski
